,alpha
11417,-1
11418,0
11419,-1
11420,-1
11421,1
11422,0
11423,-1
11424,-1
11425,1
11426,1
11427,-1
11428,1
11429,-1
11430,-1
11431,1
11432,-1
11433,-1
11434,1
11435,-1
11436,1
11437,1
11438,1
11439,-1
11440,1
11441,0
11442,1
11443,-1
11444,-1
11445,-1
11446,-1
11447,-1
11448,1
11449,1
11450,-1
11451,-1
11452,-1
11453,0
11454,1
11455,1
11456,-1
11457,1
11458,-1
11459,1
11460,1
11461,1
11462,-1
11463,1
11464,-1
11465,-1
11466,-1
11467,-1
11468,1
11469,-1
11470,1
11471,-1
11472,0
11473,-1
11474,1
11475,1
11476,-1
11477,1
11478,1
11479,0
11480,0
11481,0
11482,0
11483,1
11484,-1
11485,1
11486,0
11487,-1
11488,-1
11489,-1
11490,-1
11491,1
11492,1
11493,1
11494,1
11495,-1
11496,1
11497,1
11498,-1
11499,-1
11500,-1
11501,1
11502,-1
11503,1
11504,1
11505,-1
11506,-1
11507,-1
11508,-1
11509,0
11510,-1
11511,1
11512,-1
11513,-1
11514,-1
11515,-1
11516,1
11517,1
11518,-1
11519,1
11520,1
11521,1
11522,-1
11523,-1
11524,1
11525,1
11526,1
11527,1
11528,-1
11529,1
11530,1
11531,1
11532,1
11533,-1
11534,1
11535,1
11536,-1
11537,1
11538,1
11539,1
11540,0
11541,-1
11542,0
11543,1
11544,-1
11545,0
11546,-1
11547,1
11548,1
11549,1
11550,-1
11551,1
11552,-1
11553,-1
11554,1
11555,1
11556,0
11557,1
11558,-1
11559,0
11560,1
11561,0
11562,-1
11563,1
11564,-1
11565,-1
11566,1
11567,-1
11568,1
11569,-1
11570,1
11571,-1
11572,-1
11573,-1
11574,-1
11575,1
11576,1
11577,1
11578,1
11579,-1
11580,-1
11581,1
11582,-1
11583,-1
11584,0
11585,1
11586,1
11587,-1
11588,0
11589,-1
11590,1
11591,1
11592,-1
11593,-1
11594,-1
11595,1
11596,1
11597,-1
11598,0
11599,-1
11600,0
11601,-1
11602,1
11603,-1
11604,-1
11605,-1
11606,0
11607,1
11608,-1
11609,-1
11610,0
11611,-1
11612,-1
11613,-1
11614,-1
11615,1
11616,-1
11617,0
11618,1
11619,-1
11620,0
11621,-1
11622,1
11623,-1
11624,0
11625,-1
11626,-1
11627,1
11628,1
11629,-1
11630,-1
11631,1
11632,1
11633,-1
11634,1
11635,1
11636,1
11637,1
11638,1
11639,1
11640,-1
11641,-1
11642,1
11643,0
11644,0
11645,1
11646,-1
11647,1
11648,0
11649,0
11650,-1
11651,-1
11652,1
11653,-1
11654,-1
11655,-1
11656,-1
11657,-1
11658,1
11659,-1
11660,-1
11661,-1
11662,-1
11663,1
11664,-1
11665,-1
11666,-1
11667,-1
11668,-1
11669,0
11670,-1
11671,-1
11672,1
11673,-1
11674,-1
11675,-1
11676,1
11677,1
11678,-1
11679,1
11680,1
11681,1
11682,-1
11683,1
11684,-1
11685,-1
11686,-1
11687,-1
11688,1
11689,-1
11690,-1
11691,1
11692,-1
11693,-1
11694,1
11695,-1
11696,-1
11697,0
11698,-1
11699,1
11700,-1
11701,1
11702,-1
11703,-1
11704,1
11705,-1
11706,0
11707,-1
11708,0
11709,0
11710,-1
11711,-1
11712,-1
11713,-1
11714,-1
11715,1
11716,-1
11717,-1
11718,0
11719,-1
11720,0
11721,-1
11722,-1
11723,-1
11724,1
11725,1
11726,1
11727,1
11728,1
11729,1
11730,1
11731,-1
11732,1
11733,0
11734,-1
11735,-1
11736,0
11737,-1
11738,-1
11739,-1
11740,0
11741,-1
11742,-1
11743,-1
11744,1
11745,1
11746,1
11747,-1
11748,1
11749,1
11750,1
11751,-1
11752,0
11753,1
11754,-1
11755,-1
11756,0
11757,-1
11758,-1
11759,-1
11760,-1
11761,1
11762,-1
11763,1
11764,-1
11765,-1
11766,1
11767,1
11768,-1
11769,-1
11770,-1
11771,1
11772,1
11773,-1
11774,0
11775,-1
11776,1
11777,-1
11778,1
11779,-1
11780,-1
11781,-1
11782,1
11783,-1
11784,0
11785,0
11786,-1
11787,-1
11788,1
11789,1
11790,1
11791,1
11792,-1
11793,-1
11794,1
11795,1
11796,-1
11797,1
11798,0
11799,-1
11800,1
11801,-1
11802,-1
11803,1
11804,1
11805,1
11806,1
11807,0
11808,1
11809,1
11810,1
11811,-1
11812,-1
11813,-1
11814,-1
11815,-1
11816,1
11817,1
11818,-1
11819,1
11820,-1
11821,1
11822,0
11823,-1
11824,1
11825,-1
11826,1
11827,1
11828,1
11829,-1
11830,-1
11831,-1
11832,1
11833,1
11834,-1
11835,1
11836,-1
11837,-1
11838,1
11839,-1
11840,-1
11841,-1
11842,1
11843,1
11844,-1
11845,-1
11846,1
11847,1
11848,-1
11849,0
11850,1
11851,1
11852,0
11853,-1
11854,-1
11855,-1
11856,-1
11857,1
11858,1
11859,-1
11860,-1
11861,1
11862,-1
11863,1
11864,1
11865,-1
11866,1
11867,-1
11868,1
11869,-1
11870,-1
11871,1
11872,-1
11873,-1
11874,-1
11875,-1
11876,-1
11877,-1
11878,0
11879,1
11880,-1
11881,-1
11882,1
11883,-1
11884,-1
11885,-1
11886,1
11887,-1
11888,-1
11889,0
11890,-1
11891,-1
11892,-1
11893,-1
11894,-1
11895,0
11896,1
11897,-1
11898,-1
11899,-1
11900,-1
11901,-1
11902,-1
11903,0
11904,-1
11905,-1
11906,-1
11907,1
11908,-1
11909,1
11910,-1
11911,-1
11912,-1
11913,-1
11914,0
11915,-1
11916,-1
11917,0
11918,0
11919,-1
11920,0
11921,0
11922,-1
11923,-1
11924,1
11925,-1
11926,0
11927,-1
11928,-1
11929,-1
11930,1
11931,0
11932,0
11933,-1
11934,1
11935,1
11936,0
11937,0
11938,-1
11939,-1
11940,-1
11941,-1
11942,-1
11943,1
11944,-1
11945,1
11946,-1
11947,-1
11948,-1
11949,0
11950,-1
11951,1
11952,-1
11953,-1
11954,-1
11955,-1
11956,0
11957,-1
11958,0
11959,0
11960,0
11961,0
11962,0
11963,1
11964,0
11965,0
11966,0
11967,0
11968,1
11969,-1
11970,0
11971,-1
11972,0
11973,0
11974,1
11975,0
11976,1
11977,0
11978,0
11979,0
11980,0
11981,0
11982,0
11983,1
11984,-1
11985,0
11986,0
11987,-1
11988,-1
11989,1
11990,0
11991,-1
11992,0
11993,0
11994,-1
11995,0
11996,0
11997,0
11998,1
11999,0
12000,0
12001,-1
12002,0
12003,-1
12004,-1
12005,-1
12006,0
12007,0
12008,-1
12009,-1
12010,0
12011,0
12012,1
12013,-1
12014,0
12015,0
12016,-1
12017,-1
12018,1
12019,-1
12020,1
12021,0
12022,0
12023,-1
12024,-1
12025,0
12026,0
12027,1
12028,-1
12029,-1
12030,0
12031,0
12032,-1
12033,0
12034,-1
12035,-1
12036,0
12037,-1
12038,-1
12039,-1
12040,0
12041,1
12042,-1
12043,0
12044,0
12045,-1
12046,-1
12047,1
12048,-1
12049,-1
12050,1
12051,-1
12052,1
12053,0
12054,-1
12055,0
12056,0
12057,1
12058,-1
12059,0
12060,-1
12061,-1
12062,0
12063,0
12064,-1
12065,1
12066,-1
12067,0
12068,-1
12069,0
12070,0
12071,0
12072,-1
12073,1
12074,0
12075,0
12076,-1
12077,-1
12078,-1
12079,-1
12080,0
12081,-1
12082,0
12083,0
12084,-1
12085,-1
12086,-1
12087,-1
12088,0
12089,0
12090,-1
12091,-1
12092,0
12093,0
12094,0
12095,0
12096,0
12097,0
12098,0
12099,0
12100,-1
12101,0
12102,0
12103,-1
12104,0
12105,0
12106,1
12107,-1
12108,0
12109,0
12110,-1
12111,-1
12112,1
12113,-1
12114,0
12115,1
12116,-1
12117,-1
12118,-1
12119,-1
12120,1
12121,-1
12122,0
12123,-1
12124,1
12125,-1
12126,0
12127,0
12128,0
12129,0
12130,-1
12131,-1
12132,-1
12133,-1
12134,-1
12135,-1
12136,1
12137,-1
12138,-1
12139,1
12140,0
12141,-1
12142,1
12143,1
12144,1
12145,1
12146,-1
12147,-1
12148,0
12149,-1
12150,-1
12151,0
12152,-1
12153,-1
12154,-1
12155,-1
12156,-1
12157,-1
12158,1
12159,-1
12160,0
12161,1
12162,0
12163,0
12164,-1
12165,1
12166,1
12167,-1
12168,1
12169,0
12170,-1
12171,-1
12172,-1
12173,1
12174,-1
12175,1
12176,0
12177,1
12178,-1
12179,0
12180,-1
12181,-1
12182,0
12183,-1
12184,-1
12185,-1
12186,-1
12187,-1
12188,0
12189,0
12190,0
12191,1
12192,1
12193,0
12194,-1
12195,0
12196,1
12197,1
12198,-1
12199,1
12200,1
12201,1
12202,-1
12203,1
12204,-1
12205,-1
12206,0
12207,0
12208,-1
12209,-1
12210,-1
12211,-1
12212,1
12213,0
12214,-1
12215,-1
12216,-1
12217,0
12218,0
12219,-1
12220,-1
12221,0
12222,0
12223,0
12224,-1
12225,1
12226,0
12227,-1
12228,1
12229,0
12230,0
12231,1
12232,0
12233,-1
12234,1
12235,0
12236,-1
12237,-1
12238,0
12239,-1
12240,0
12241,-1
12242,0
12243,-1
12244,0
12245,-1
12246,-1
12247,1
12248,0
12249,1
12250,1
12251,1
12252,-1
12253,1
12254,-1
12255,0
12256,0
12257,1
12258,1
12259,-1
12260,1
12261,-1
12262,0
12263,0
12264,1
12265,-1
12266,-1
12267,0
12268,-1
12269,-1
12270,0
12271,1
12272,-1
12273,1
12274,-1
12275,-1
12276,0
12277,0
12278,0
12279,-1
12280,-1
12281,-1
12282,-1
12283,0
12284,-1
12285,1
12286,-1
12287,-1
12288,-1
12289,0
12290,1
12291,1
12292,-1
12293,-1
12294,1
12295,-1
12296,-1
12297,-1
12298,0
12299,0
12300,-1
12301,-1
12302,0
12303,0
12304,-1
12305,1
12306,1
12307,0
12308,1
12309,0
12310,1
12311,-1
12312,-1
12313,-1
12314,1
12315,-1
12316,-1
12317,1
12318,1
12319,-1
12320,-1
12321,-1
12322,1
12323,1
12324,1
12325,-1
12326,-1
12327,-1
12328,0
12329,0
12330,0
12331,0
12332,-1
12333,1
12334,1
12335,1
12336,0
12337,-1
12338,0
12339,1
12340,-1
12341,-1
12342,0
12343,1
12344,0
12345,1
12346,1
12347,1
12348,-1
12349,-1
12350,0
12351,-1
12352,-1
12353,-1
12354,0
12355,1
12356,-1
12357,0
12358,-1
12359,-1
12360,-1
12361,1
12362,1
12363,-1
12364,0
12365,-1
12366,1
12367,1
12368,0
12369,-1
12370,0
12371,0
12372,-1
12373,1
12374,0
12375,0
12376,0
12377,0
12378,-1
12379,0
12380,1
12381,-1
12382,-1
12383,-1
12384,0
12385,0
12386,-1
12387,-1
12388,1
12389,-1
12390,0
12391,1
12392,1
12393,-1
12394,1
12395,-1
12396,0
12397,-1
12398,0
12399,0
12400,0
12401,1
12402,0
12403,1
12404,1
12405,0
12406,-1
12407,1
12408,0
12409,-1
12410,-1
12411,-1
12412,-1
12413,0
12414,-1
12415,-1
12416,1
12417,1
12418,0
12419,1
12420,1
12421,1
12422,1
12423,1
12424,0
12425,0
12426,-1
12427,1
12428,1
12429,-1
12430,-1
12431,-1
12432,0
12433,1
12434,1
12435,-1
12436,-1
12437,0
12438,0
12439,-1
12440,0
12441,1
12442,1
12443,1
12444,-1
12445,-1
12446,-1
12447,1
12448,0
12449,-1
12450,1
12451,0
12452,1
12453,-1
12454,1
12455,0
12456,-1
12457,1
12458,1
12459,-1
12460,-1
12461,1
12462,-1
12463,-1
12464,0
12465,1
12466,-1
12467,-1
12468,-1
12469,1
12470,-1
12471,-1
12472,-1
12473,-1
12474,-1
12475,0
12476,-1
12477,0
12478,0
12479,-1
12480,0
12481,1
12482,0
12483,-1
12484,1
12485,-1
12486,-1
12487,-1
12488,-1
12489,-1
12490,-1
12491,0
12492,1
12493,-1
12494,-1
12495,0
12496,0
12497,0
12498,-1
12499,1
12500,1
12501,1
12502,1
12503,0
12504,-1
12505,-1
12506,0
12507,-1
12508,1
12509,0
12510,-1
12511,0
12512,0
12513,1
12514,0
12515,0
12516,0
12517,0
12518,-1
12519,1
12520,-1
12521,-1
12522,0
12523,-1
12524,-1
12525,1
12526,0
12527,1
12528,1
12529,-1
12530,1
12531,-1
12532,1
12533,0
12534,-1
12535,-1
12536,0
12537,1
12538,-1
12539,1
12540,1
12541,0
12542,1
12543,-1
12544,-1
12545,-1
12546,1
12547,-1
12548,1
12549,-1
12550,1
12551,1
12552,-1
12553,1
12554,0
12555,1
12556,-1
12557,-1
12558,1
12559,-1
12560,1
12561,0
12562,0
12563,-1
12564,1
12565,1
12566,1
12567,1
12568,1
12569,1
12570,1
12571,1
12572,0
12573,1
12574,1
12575,-1
12576,-1
12577,-1
12578,-1
12579,1
12580,1
12581,-1
12582,0
12583,-1
12584,0
12585,0
12586,1
12587,1
12588,0
12589,0
12590,-1
12591,-1
12592,0
12593,1
12594,1
12595,0
12596,-1
12597,0
12598,-1
12599,1
12600,-1
12601,0
12602,1
12603,-1
12604,1
12605,-1
12606,-1
12607,1
12608,-1
12609,1
12610,0
12611,1
12612,1
12613,1
12614,-1
12615,1
12616,1
12617,-1
12618,1
12619,-1
12620,-1
12621,0
12622,1
12623,-1
12624,1
12625,-1
12626,-1
12627,1
12628,-1
12629,1
12630,-1
12631,-1
12632,1
12633,1
12634,1
12635,1
12636,0
12637,0
12638,0
12639,-1
12640,-1
12641,1
12642,-1
12643,0
12644,-1
12645,0
12646,0
12647,-1
12648,1
12649,1
12650,0
12651,0
12652,1
12653,-1
12654,1
12655,-1
12656,0
12657,-1
12658,1
12659,0
12660,-1
12661,-1
12662,-1
12663,1
12664,1
12665,1
12666,-1
12667,1
12668,-1
12669,0
12670,0
12671,0
12672,0
12673,0
12674,-1
12675,1
12676,0
12677,-1
12678,-1
12679,0
12680,0
12681,-1
12682,0
12683,-1
12684,0
12685,0
12686,1
12687,-1
12688,0
12689,0
12690,0
12691,1
12692,-1
12693,0
12694,0
12695,0
12696,-1
12697,0
12698,0
12699,-1
12700,-1
12701,1
12702,1
12703,-1
12704,-1
12705,1
12706,1
12707,1
12708,-1
12709,-1
12710,1
12711,1
12712,-1
12713,0
12714,0
12715,1
12716,0
12717,1
12718,1
12719,1
12720,-1
12721,-1
12722,-1
12723,1
12724,1
12725,-1
12726,1
12727,1
12728,1
12729,-1
12730,0
12731,1
12732,-1
12733,1
12734,1
12735,1
12736,1
12737,-1
12738,1
12739,-1
12740,1
12741,0
12742,-1
12743,-1
12744,1
12745,0
12746,-1
12747,-1
12748,-1
12749,0
12750,1
12751,-1
12752,-1
12753,-1
12754,-1
12755,1
12756,1
12757,-1
12758,1
12759,-1
12760,1
12761,-1
12762,-1
12763,1
12764,1
12765,-1
12766,1
12767,1
12768,1
12769,1
12770,1
12771,1
12772,1
12773,-1
12774,0
12775,-1
12776,1
12777,-1
12778,0
12779,1
12780,1
12781,1
12782,-1
12783,1
12784,0
12785,1
12786,-1
12787,-1
12788,-1
12789,-1
12790,1
12791,0
12792,1
12793,-1
12794,1
12795,1
12796,-1
12797,-1
12798,-1
12799,-1
12800,1
12801,1
12802,0
12803,-1
12804,1
12805,0
12806,-1
12807,1
12808,-1
12809,-1
12810,-1
12811,1
12812,-1
12813,-1
12814,1
12815,1
12816,0
12817,-1
12818,-1
12819,1
12820,1
12821,1
12822,1
12823,1
12824,1
12825,0
12826,1
12827,0
12828,1
12829,1
12830,1
12831,-1
12832,1
12833,1
12834,-1
12835,0
12836,-1
12837,1
12838,1
12839,-1
12840,-1
12841,-1
12842,1
12843,1
12844,1
12845,-1
12846,1
12847,-1
12848,-1
12849,1
12850,1
12851,1
12852,1
12853,0
12854,1
12855,-1
12856,1
12857,1
12858,1
12859,-1
12860,-1
12861,1
12862,1
12863,-1
12864,1
12865,1
12866,1
12867,1
12868,1
12869,-1
12870,0
12871,-1
12872,1
12873,-1
12874,1
12875,-1
12876,1
12877,-1
12878,-1
12879,1
12880,-1
12881,-1
12882,-1
12883,1
12884,0
12885,1
12886,-1
12887,1
12888,1
12889,1
12890,1
12891,-1
12892,1
12893,-1
12894,1
12895,-1
12896,-1
12897,-1
12898,-1
12899,-1
12900,1
12901,-1
12902,1
12903,-1
12904,-1
12905,-1
12906,-1
12907,1
12908,-1
12909,1
12910,-1
12911,1
12912,0
12913,0
12914,1
12915,1
12916,1
12917,1
12918,1
12919,1
12920,1
12921,-1
12922,-1
12923,-1
12924,-1
12925,1
12926,1
12927,-1
12928,0
12929,0
12930,1
12931,-1
12932,0
12933,1
12934,-1
12935,0
12936,-1
12937,1
12938,1
12939,-1
12940,-1
12941,1
12942,-1
12943,-1
12944,1
12945,1
12946,1
12947,-1
12948,1
12949,-1
12950,0
12951,-1
12952,-1
12953,1
12954,-1
12955,-1
12956,-1
12957,1
12958,-1
12959,-1
12960,1
12961,1
12962,1
12963,1
12964,-1
12965,1
12966,1
12967,1
12968,-1
12969,-1
12970,-1
12971,1
12972,-1
12973,1
12974,-1
12975,1
12976,1
12977,-1
12978,1
12979,1
12980,1
12981,-1
12982,1
12983,-1
12984,-1
12985,-1
12986,1
12987,1
12988,1
12989,1
12990,1
12991,-1
12992,1
12993,1
12994,1
12995,-1
12996,-1
12997,0
12998,-1
12999,1
13000,1
13001,-1
13002,1
13003,-1
13004,-1
13005,1
13006,1
13007,1
13008,-1
13009,-1
13010,1
13011,-1
13012,-1
13013,1
13014,1
13015,1
13016,1
13017,-1
13018,1
13019,1
13020,-1
13021,-1
13022,-1
13023,1
13024,1
13025,-1
13026,1
13027,-1
13028,-1
13029,1
13030,-1
13031,-1
13032,-1
13033,1
13034,1
13035,-1
13036,1
13037,1
13038,-1
13039,1
13040,-1
13041,1
13042,1
13043,-1
13044,1
13045,-1
13046,1
13047,0
13048,1
13049,-1
13050,-1
13051,-1
13052,1
13053,-1
13054,0
13055,1
13056,1
13057,-1
13058,1
13059,-1
13060,1
13061,-1
13062,1
13063,-1
13064,1
13065,1
13066,-1
13067,-1
13068,-1
13069,-1
13070,-1
13071,-1
13072,1
13073,1
13074,1
13075,0
13076,0
13077,0
13078,-1
13079,-1
13080,-1
13081,0
13082,-1
13083,-1
13084,0
13085,-1
13086,0
13087,-1
13088,0
13089,0
13090,0
13091,1
13092,1
13093,-1
13094,-1
13095,0
13096,0
13097,-1
13098,1
13099,0
13100,0
13101,0
13102,0
13103,1
13104,0
13105,-1
13106,1
13107,0
13108,0
13109,-1
13110,0
13111,-1
13112,-1
13113,0
13114,0
13115,0
13116,0
13117,0
13118,0
13119,-1
13120,0
13121,1
13122,0
13123,-1
13124,-1
13125,-1
13126,0
13127,0
13128,0
13129,0
13130,-1
13131,-1
13132,0
13133,0
13134,1
13135,-1
13136,0
13137,0
13138,-1
13139,0
13140,0
13141,0
13142,-1
13143,0
13144,-1
13145,0
13146,0
13147,-1
13148,0
13149,-1
13150,0
13151,0
13152,1
13153,1
13154,0
13155,0
13156,0
13157,0
13158,0
13159,0
13160,0
13161,-1
13162,0
13163,-1
13164,-1
13165,-1
13166,0
